"Species","ConservationStart","NumProjects","SumTotalBudgetWeighted","SumEUContributionWeighted","taxonid","scientific_name","region_identifier","1965","1978","1982","1983","1985","1986","1988","1990","1994","1996","1997","1998","2000","2002","2003","2004","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","current_category","ConservationProjects"
"Gagea antakiensis",NA,NA,NA,NA,89832537,"Gagea antakiensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,"CR",FALSE
"Gagea apulica",NA,NA,NA,NA,89145924,"Gagea apulica","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea bithynica",NA,NA,NA,NA,13142209,"Gagea bithynica","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea chabertii",NA,NA,NA,NA,13142211,"Gagea chabertii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea chrysantha",NA,NA,NA,NA,88264177,"Gagea chrysantha","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea cossoniana",NA,NA,NA,NA,13142213,"Gagea cossoniana","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea dayana",NA,NA,NA,NA,19002902,"Gagea dayana","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,"EN",FALSE
"Gagea durieui",NA,NA,NA,NA,13142215,"Gagea durieui","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea elliptica",NA,NA,NA,NA,13142217,"Gagea elliptica","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Gagea extremadurensis",NA,NA,NA,NA,89826661,"Gagea extremadurensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea fibrosa",NA,NA,NA,NA,13142219,"Gagea fibrosa","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea foliosa",NA,NA,NA,NA,13142227,"Gagea foliosa","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea graeca",NA,NA,NA,NA,13142235,"Gagea graeca","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea granatellii",NA,NA,NA,NA,89818870,"Gagea granatellii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea heldreichii",NA,NA,NA,NA,89817861,"Gagea heldreichii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea juliae",NA,NA,NA,NA,13142238,"Gagea juliae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea lacaitae",NA,NA,NA,NA,13142287,"Gagea lacaitae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea libanotica",NA,NA,NA,NA,13142306,"Gagea libanotica","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea lojaconoi",NA,NA,NA,NA,13142308,"Gagea lojaconoi","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea luberonensis",NA,NA,NA,NA,89684688,"Gagea luberonensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea lusitanica",NA,NA,NA,NA,13142311,"Gagea lusitanica","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea mauritanica",NA,NA,NA,NA,13142314,"Gagea mauritanica","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Gagea micrantha",NA,NA,NA,NA,13142350,"Gagea micrantha","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,"VU",NA,NA,NA,"VU",FALSE
"Gagea moniliformis",NA,NA,NA,NA,89816056,"Gagea moniliformis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea nevadensis",NA,NA,NA,NA,13142361,"Gagea nevadensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea omalensis",NA,NA,NA,NA,89799806,"Gagea omalensis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea pampaninii",NA,NA,NA,NA,89797614,"Gagea pampaninii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea peduncularis",NA,NA,NA,NA,13142378,"Gagea peduncularis","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea peruzzii",NA,NA,NA,NA,89640469,"Gagea peruzzii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea polidorii",NA,NA,NA,NA,13142401,"Gagea polidorii","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea polymorpha",NA,NA,NA,NA,89796054,"Gagea polymorpha","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Gagea procera",NA,NA,NA,NA,89774259,"Gagea procera","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea pseudopeduncularis",NA,NA,NA,NA,89779095,"Gagea pseudopeduncularis","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gagea ramulosa",NA,NA,NA,NA,89777524,"Gagea ramulosa","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea reverchonii",NA,NA,NA,NA,89775699,"Gagea reverchonii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea rigida",NA,NA,NA,NA,89738361,"Gagea rigida","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea sicula",NA,NA,NA,NA,13142416,"Gagea sicula","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Gagea soleirolii",NA,NA,NA,NA,13142450,"Gagea soleirolii","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea subtrigona",NA,NA,NA,NA,13142478,"Gagea subtrigona","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea tisoniana",NA,NA,NA,NA,13142481,"Gagea tisoniana","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gagea trinervia",NA,NA,NA,NA,13142489,"Gagea trinervia","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Gaidropsarus argentatus",NA,NA,NA,NA,18125515,"Gaidropsarus argentatus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus biscayensis",NA,NA,NA,NA,198588,"Gaidropsarus biscayensis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus biscayensis",NA,NA,NA,NA,198588,"Gaidropsarus biscayensis","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus granti",NA,NA,NA,NA,198589,"Gaidropsarus granti","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gaidropsarus granti",NA,NA,NA,NA,198589,"Gaidropsarus granti","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gaidropsarus guttatus",NA,NA,NA,NA,67963974,"Gaidropsarus guttatus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Gaidropsarus macrophthalmus",NA,NA,NA,NA,154880,"Gaidropsarus macrophthalmus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus mediterraneus",NA,NA,NA,NA,198548,"Gaidropsarus mediterraneus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus mediterraneus",NA,NA,NA,NA,198548,"Gaidropsarus mediterraneus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus vulgaris",NA,NA,NA,NA,198590,"Gaidropsarus vulgaris","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Gaidropsarus vulgaris",NA,NA,NA,NA,198590,"Gaidropsarus vulgaris","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galanthus cilicicus",NA,NA,NA,NA,13146859,"Galanthus cilicicus","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galanthus elwesii",NA,NA,NA,NA,164896,"Galanthus elwesii","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galanthus fosteri",NA,NA,NA,NA,13146862,"Galanthus fosteri","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galanthus gracilis",NA,NA,NA,NA,164897,"Galanthus gracilis","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galanthus ikariae",NA,NA,NA,NA,164898,"Galanthus ikariae","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galanthus ikariae",NA,NA,NA,NA,164898,"Galanthus ikariae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galanthus nivalis",2013,1,50468,25234,162168,"Galanthus nivalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",TRUE
"Galanthus peshmenii",NA,NA,NA,NA,164899,"Galanthus peshmenii","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EN",FALSE
"Galanthus peshmenii",NA,NA,NA,NA,164899,"Galanthus peshmenii","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galanthus plicatus",NA,NA,NA,NA,164900,"Galanthus plicatus","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galanthus reginae-olgae",NA,NA,NA,NA,164901,"Galanthus reginae-olgae","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galanthus reginae-olgae",NA,NA,NA,NA,164901,"Galanthus reginae-olgae","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galanthus trojanus",NA,NA,NA,NA,164902,"Galanthus trojanus","mediterranean&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CR",FALSE
"Galba truncatula",NA,NA,NA,NA,155730,"Galba truncatula","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galba truncatula",NA,NA,NA,NA,155730,"Galba truncatula","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galeata schwerzenbachii",NA,NA,NA,NA,171367,"Galeata schwerzenbachii","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galega officinalis",NA,NA,NA,NA,203352,"Galega officinalis","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galemys pyrenaicus",1994,9,8866197,4653416,8826,"Galemys pyrenaicus","europe&",NA,NA,NA,NA,NA,"VU","VU","VU","VU","VU",NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","EN","EN","EN",TRUE
"Galemys pyrenaicus",1994,9,8866197,4653416,8826,"Galemys pyrenaicus","mediterranean&",NA,NA,NA,NA,NA,"VU","VU","VU","VU","VU",NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU","EN","EN","EN",TRUE
"Galeocerdo cuvier",NA,NA,NA,NA,39378,"Galeocerdo cuvier","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galeopsis segetum",NA,NA,NA,NA,203239,"Galeopsis segetum","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galeorhinus galeus",NA,NA,NA,NA,39352,"Galeorhinus galeus","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galeorhinus galeus",NA,NA,NA,NA,39352,"Galeorhinus galeus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galerida cristata",NA,NA,NA,NA,22717383,"Galerida cristata","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,"LC",FALSE
"Galerida theklae",2001,2,129931,80306,22717387,"Galerida theklae","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,"LC",NA,NA,"LC",TRUE
"Galeus atlanticus",NA,NA,NA,NA,63149,"Galeus atlanticus","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Galeus atlanticus",NA,NA,NA,NA,63149,"Galeus atlanticus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,"NT",FALSE
"Galeus melastomus",NA,NA,NA,NA,161398,"Galeus melastomus","europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galeus melastomus",NA,NA,NA,NA,161398,"Galeus melastomus","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galeus murinus",NA,NA,NA,NA,161705,"Galeus murinus","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galium aparine",NA,NA,NA,NA,203459,"Galium aparine","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galium cracoviense",NA,NA,NA,NA,162187,"Galium cracoviense","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VU",FALSE
"Galium debile",NA,NA,NA,NA,164297,"Galium debile","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galium elongatum",NA,NA,NA,NA,164204,"Galium elongatum","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
"Galium litorale",NA,NA,NA,NA,161852,"Galium litorale","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Galium litorale",NA,NA,NA,NA,161852,"Galium litorale","mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NT",FALSE
"Galium moldavicum",NA,NA,NA,NA,162356,"Galium moldavicum","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DD",FALSE
"Galium odoratum",NA,NA,NA,NA,203460,"Galium odoratum","europe&",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC",FALSE
